codeCIS;denomination;libelleFormePharmaceutique
69153393;CASTOR EQUI BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
65658213;CASTOR EQUI BOIRON, pommade;pommade
62350438;CATACOL 0,1 POUR CENT, collyre;collyre
68678872;CATAPRESSAN 0,15 mg, comprimé sécable;comprimé sécable
64256681;CATAPRESSAN 0,15 mg/ml, solution injectable;solution injectable
62444396;CATARSTAT, collyre en solution;collyre
68378686;CAULOPHYLLUM THALICTROIDES BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
65307253;CAULOPHYLLUM THALICTROIDES LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
67565238;CAULOPHYLLUM THALICTROIDES WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;granules et  poudre et  solution en gouttes en gouttes
62426188;CAUSTICUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
68268706;CAUSTICUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
68091259;CAUSTICUM WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;granules et  poudre et  solution en gouttes en gouttes
65613168;CAVERJECT 10 microgrammes/1 ml, lyophilisat et solution pour usage parentéral;lyophilisat et  solution pour usage parentéral
68594342;CAVERJECT 20 microgrammes/1 ml, lyophilisat et solution pour usage parentéral;lyophilisat et  solution pour usage parentéral
61054849;CAYSTON 75 mg, poudre et solvant pour solution pour inhalation;poudre et  solvant pour solution pour inhalation
68716967;CEANOTHUS AMERICANUS SICCUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
69033814;CEANOTHUS AMERICANUS SICCUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
64954526;CEANOTHUS AMERICANUS SICCUM WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;solution
62307903;CEBEMYXINE, collyre en solution;collyre en solution
69497729;CEBESINE 0,4 %, collyre en solution;collyre en solution
67184116;CEBUTID 100 mg, comprimé enrobé;comprimé enrobé
64161831;CEBUTID 50 mg, comprimé enrobé;comprimé enrobé
68411271;CEBUTID LP 200 mg, gélule à libération prolongée;gélule à libération prolongée
65849318;CEDACONDA 100 % V/V, liquide pour inhalation par vapeur;liquide pour inhalation par vapeur
64257178;CEDRON BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
62345971;CEDRON LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
62069124;CEFADROXIL BIOGARAN 500 mg, gélule;gélule
61535074;CEFADROXIL MYLAN 1 g, comprimé pelliculé;comprimé pelliculé
66752651;CEFADROXIL MYLAN 250 mg/5 ml, poudre pour suspension buvable;poudre pour suspension buvable
67793327;CEFADROXIL MYLAN 500 mg, gélule;gélule
69778256;CEFADROXIL SANDOZ 500 mg, gélule;gélule
61964091;CEFALINE HAUTH 500 mg/50 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
64822656;CEFALINE HAUTH 500mg/50mg, poudre orale en sachet;poudre
63064468;CEFALOTINE PANPHARMA 1 g, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable
66119133;CEFAMANDOLE FLAVELAB 750 mg, poudre pour solution injectable (IM - IV);poudre pour solution injectable
69886260;CEFAMANDOLE PANPHARMA 750 mg, poudre pour usage parentéral;poudre pour usage parentéral
60759938;CEFAZOLINE PANPHARMA 1 g/3 ml, poudre et solution pour usage parentéral (IM);poudre et  solution pour usage parentéral
69258056;CEFAZOLINE PANPHARMA 1 g/5 ml, poudre et solution pour usage parentéral (IV);poudre pour usage parentéral
67089141;CEFAZOLINE PANPHARMA 2 g/10 ml, poudre et solution pour usage parentéral (IV);poudre pour usage parentéral
61242331;CEFAZOLINE VIATRIS 1 g, poudre pour solution injectable (IM-IV);poudre pour solution injectable
67948546;CEFAZOLINE VIATRIS 2 g, poudre pour solution injectable (IM-IV);poudre pour solution injectable
64339173;CEFEPIME ACCORD 1 g, poudre pour solution injectable/pour perfusion (IM/IV);poudre pour solution injectable ou pour perfusion
69343268;CEFEPIME ACCORD 2 g, poudre pour solution injectable/pour perfusion (IV);poudre pour solution injectable ou pour perfusion
65372571;CEFEPIME NORIDEM 1 g, poudre pour solution injectable/pour perfusion;poudre pour solution injectable pour perfusion
64348044;CEFEPIME NORIDEM 2 g, poudre pour solution injectable/pour perfusion;poudre pour solution injectable pour perfusion
61957549;CEFEPIME PANPHARMA 1 g, poudre pour solution injectable (IM/IV);poudre pour solution injectable
69701039;CEFEPIME PANPHARMA 2 g, poudre pour solution injectable (IV);poudre pour solution injectable
62202966;CEFEPIME STRAGEN 1 g, poudre pour solution injectable/pour perfusion;poudre pour solution injectable ou pour perfusion
68016662;CEFEPIME STRAGEN 2 g, poudre pour solution injectable/pour perfusion;poudre pour solution injectable ou pour perfusion
64381603;CEFEPIME SUBSTIPHARM 0,5 g, poudre pour solution injectable (IM/IV);poudre pour solution injectable
69013007;CEFEPIME SUBSTIPHARM 1 g, poudre pour solution injectable (IM/IV);poudre pour solution injectable
61110397;CEFEPIME SUBSTIPHARM 2 g, poudre pour solution injectable (IV);poudre pour solution injectable
65002725;CEFEPIME VIATRIS 1 g, poudre pour solution injectable;poudre pour solution injectable
68804495;CEFEPIME VIATRIS 2 g, poudre pour solution injectable;poudre pour solution injectable
64821860;CEFIXIME ALMUS 200 mg, comprimé pelliculé;comprimé pelliculé
60237790;CEFIXIME ARROW 200 mg, comprimé pelliculé;comprimé pelliculé
67490967;CEFIXIME ARROW LAB 200 mg, comprimé pelliculé;comprimé pelliculé
63309743;CEFIXIME BIOGARAN 200 mg, comprimé pelliculé;comprimé pelliculé
68809147;CEFIXIME CRISTERS 200 mg, comprimé pelliculé;comprimé pelliculé
69100387;CEFIXIME EG 200 mg, comprimé pelliculé;comprimé pelliculé
64076815;CEFIXIME EG LABO 200 mg, comprimé pelliculé;comprimé pelliculé
69410877;CEFIXIME EVOLUGEN 200 mg, comprimé pelliculé;comprimé pelliculé
68907748;CEFIXIME RANBAXY 200 mg, comprimé pelliculé;comprimé pelliculé
69995637;CEFIXIME TEVA 200 mg, comprimé pelliculé;comprimé pelliculé
62217516;CEFIXIME VIATRIS 200 mg, comprimé pelliculé;comprimé pelliculé
61858298;CEFIXIME ZYDUS 200 mg, comprimé pelliculé;comprimé pelliculé
68400129;CEFOTAXIME NORIDEM 0,5 g, poudre pour solution injectable/pour perfusion;poudre pour solution injectable ou pour perfusion
68252641;CEFOTAXIME NORIDEM 1 g, poudre pour solution injectable/pour perfusion;poudre pour solution injectable ou pour perfusion
60386439;CEFOTAXIME NORIDEM 2 g, poudre pour solution injectable/pour perfusion;poudre pour solution injectable ou pour perfusion
62501705;CEFOTAXIME PANPHARMA 0,5 g, poudre pour solution injectable (IM-IV);poudre pour solution injectable
63754202;CEFOTAXIME PANPHARMA 1 g, poudre pour solution injectable (IM-IV);poudre pour solution injectable
65424833;CEFOTAXIME PANPHARMA 2 g, poudre pour solution injectable (IM-IV);poudre pour solution injectable
65053285;CEFOTAXIME VIATRIS 1 g, poudre pour solution injectable (IM-IV);poudre pour solution injectable
69743305;CEFOTAXIME VIATRIS 2 g, poudre pour solution injectable (IM-IV);poudre pour solution injectable
62177527;CEFOTAXIME VIATRIS 500 mg, poudre pour solution injectable (IM-IV);poudre pour solution injectable
69084488;CEFOXITINE PANPHARMA 1 g, poudre pour solution injectable (IV);poudre pour solution injectable
67355243;CEFOXITINE PANPHARMA 2 g, poudre pour solution injectable (IV);poudre pour solution injectable
60329598;CEFOXITINE SUBSTIPHARM 1 g, poudre pour solution injectable;poudre pour solution injectable
60580134;CEFOXITINE SUBSTIPHARM 2 g, poudre pour solution injectable;poudre pour solution injectable
67932983;CEFPODOXIME ARROW ENFANTS ET NOURRISSONS 40 mg/5 ml, poudre pour suspension buvable;poudre pour solution buvable
67838110;CEFPODOXIME ARROW GENERIQUES ENFANTS ET NOURRISSONS 40 mg/5 ml, granulés pour suspension buvable;granulés pour suspension buvable
63459312;CEFPODOXIME ARROW LAB 100 mg, comprimé pelliculé;comprimé pelliculé
64586017;CEFPODOXIME BIOGARAN 100 mg, comprimé pelliculé;comprimé pelliculé
68497014;CEFPODOXIME BIOGARAN ENFANTS ET NOURRISSONS 40 mg/5 ml, poudre pour suspension buvable;poudre pour suspension buvable
68411798;CEFPODOXIME CRISTERS 100 mg, comprimé pelliculé;comprimé pelliculé
62348800;CEFPODOXIME EG 100 mg, comprimé pelliculé;comprimé pelliculé
63104628;CEFPODOXIME EG ENFANTS ET NOURRISSONS 40 mg/5 ml, poudre pour suspension buvable;poudre pour suspension buvable
63643038;CEFPODOXIME SANDOZ 100 mg, comprimé pelliculé;comprimé pelliculé
69170898;CEFPODOXIME SANDOZ ENFANTS ET NOURRISSONS 40 mg/5 ml, poudre pour suspension buvable;poudre pour suspension buvable
62026621;CEFPODOXIME SUN 100 mg, comprimé pelliculé;comprimé pelliculé
67817899;CEFPODOXIME TEVA 100 mg, comprimé pelliculé;comprimé pelliculé
67939013;CEFPODOXIME TEVA ENFANTS ET NOURRISSONS 40 mg/ 5 mL, poudre pour suspension buvable;poudre pour suspension buvable
68951100;CEFPODOXIME VIATRIS 100 mg, comprimé pelliculé;comprimé pelliculé
61228659;CEFPODOXIME ZENTIVA 100 mg, comprimé pelliculé;comprimé pelliculé
64384688;CEFPODOXIME ZENTIVA ENFANTS ET NOURRISSONS 40 mg/5 ml, granulés pour suspension buvable;granulés pour suspension buvable
63386914;CEFPODOXIME ZYDUS 100 mg, comprimé pelliculé;comprimé pelliculé
64318859;CEFTAZIDIME ARROW 1 g, poudre pour solution injectable (IM,IV);poudre pour solution injectable
60360608;CEFTAZIDIME ARROW 2 g, poudre pour solution injectable (IV);poudre pour solution injectable
63483217;CEFTAZIDIME PANPHARMA 1 g, poudre pour solution injectable;poudre pour solution injectable
60550493;CEFTAZIDIME PANPHARMA 2 g, poudre pour solution injectable;poudre pour solution injectable
68328338;CEFTAZIDIME PANPHARMA ENFANTS ET NOURRISSONS 250 mg, poudre pour solution injectable;poudre pour solution injectable
68250156;CEFTAZIDIME PANPHARMA ENFANTS ET NOURRISSONS 500 mg, poudre pour solution injectable;poudre pour solution injectable
68796073;CEFTAZIDIME SUBSTIPHARM 0,5 g, poudre pour solution injectable (IM, IV);poudre pour solution injectable
67734097;CEFTAZIDIME SUBSTIPHARM 1 g, poudre pour solution injectable (IM,IV);poudre pour solution injectable
61432067;CEFTAZIDIME SUBSTIPHARM 2 g, poudre pour solution injectable (IV);poudre pour solution injectable
61039384;CEFTAZIDIME VIATRIS 1 g, poudre pour solution injectable (IM, IV);poudre pour solution injectable
62412936;CEFTAZIDIME VIATRIS 2 g, poudre pour solution injectable (IV);poudre pour solution injectable
66064046;CEFTAZIDIME VIATRIS ENFANTS ET NOURRISSONS 250 mg, poudre pour solution injectable (IM, IV);poudre pour solution injectable
62900184;CEFTAZIDIME VIATRIS ENFANTS ET NOURRISSONS 500 mg, poudre pour solution injectable (IM, IV);poudre pour solution injectable
62676989;CEFTRIAXONE ALMUS 1 g/3,5 ml, poudre et solvant pour solution injectable (IM);poudre et  solvant pour solution injectable
62113300;CEFTRIAXONE ARROW 1 g/10 ml, poudre et solvant pour solution injectable (IV);poudre et  solvant pour solution injectable
62445555;CEFTRIAXONE ARROW 1 g/3,5 ml, poudre et solvant pour solution injectable (IM);poudre et  solvant pour solution injectable
69211366;CEFTRIAXONE ARROW 500 mg/2 ml, poudre et solvant pour solution injectable (IM);poudre et  solvant pour solution injectable
65429054;CEFTRIAXONE ARROW 500 mg/5 ml, poudre et solvant pour solution injectable (IV);poudre et  solvant pour solution injectable
61901618;CEFTRIAXONE BIOGARAN 1 g/10 ml, poudre et solvant pour solution injectable (IV);poudre et  solvant pour solution injectable
68437953;CEFTRIAXONE BIOGARAN 1 g/3,5 mL, poudre et solvant pour solution injectable (IM);poudre et  solvant pour solution injectable
66732143;CEFTRIAXONE CRISTERS 1 g/10 ml, poudre et solvant pour solution injectable (IV);poudre et  solvant pour solution injectable
61454487;CEFTRIAXONE CRISTERS 1 g/3,5 ml, poudre et solvant pour solution injectable (IM);poudre et  solvant pour solution injectable
63841034;CEFTRIAXONE EG 1 g/10 ml, poudre et solvant pour solution injectable (IV);poudre et  solvant pour solution injectable
64018712;CEFTRIAXONE EG 1 g/3,5 ml, poudre et solvant pour solution injectable (IM);poudre et  solvant pour solution injectable
60617052;CEFTRIAXONE EVOLUGEN 1 g/3,5 ml, poudre et solvant pour solution injectable (IM);poudre et  solvant pour solution injectable
68026724;CEFTRIAXONE PANPHARMA 1 g, poudre pour solution injectable;poudre pour solution injectable
66151241;CEFTRIAXONE PANPHARMA 1 g/3,5 ml, poudre et solvant pour solution injectable (IM);poudre et  solvant pour solution injectable
61431008;CEFTRIAXONE PANPHARMA 2 g, poudre pour solution injectable;poudre pour solution injectable
64638987;CEFTRIAXONE PANPHARMA 500 mg, poudre pour solution injectable;poudre pour solution injectable
69448326;CEFTRIAXONE SANDOZ 1 g/10 ml, poudre et solvant pour solution injectable (IV);poudre et  solvant pour solution injectable
66803875;CEFTRIAXONE SANDOZ 1 g/3,5 ml, poudre et solvant pour solution injectable (IM);poudre et  solvant pour solution injectable
64915021;CEFTRIAXONE SUBSTIPHARM 1 g, poudre pour solution injectable;poudre pour solution injectable
63009087;CEFTRIAXONE SUBSTIPHARM 1 g/10 ml, poudre et solvant pour solution injectable (IV);poudre et  solvant pour solution injectable
68829580;CEFTRIAXONE SUBSTIPHARM 2 g, poudre pour solution injectable;poudre pour solution injectable
67616985;CEFTRIAXONE SUN 1 g/3,5 ml, poudre et solvant pour solution injectable (IM);poudre et  solvant pour solution injectable
68329714;CEFTRIAXONE TEVA SANTE 1 g/10 mL, poudre et solvant pour solution injectable (IV);poudre et  solvant pour solution injectable
67011139;CEFTRIAXONE TEVA SANTE 1 g/3,5 mL, poudre et solvant pour solution injectable (IM);poudre et  solvant pour solution injectable
62884513;CEFTRIAXONE VIATRIS 1 g, poudre pour solution injectable;poudre pour solution injectable
61493159;CEFTRIAXONE VIATRIS 1 g/10 ml, poudre et solvant pour solution injectable (IV);poudre et  solvant pour solution injectable
65440620;CEFTRIAXONE VIATRIS 1 g/3,5 ml, poudre et solvant pour solution injectable (IM);poudre et  solvant pour solution injectable
67225972;CEFTRIAXONE VIATRIS 2 g, poudre pour solution injectable IV;poudre pour solution injectable
68646885;CEFTRIAXONE VIATRIS 250 mg, poudre pour solution injectable;poudre pour solution injectable
64629251;CEFTRIAXONE VIATRIS 500 mg, poudre pour solution injectable;poudre pour solution injectable
68300285;CEFTRIAXONE VIATRIS 500 mg/2 ml, poudre et solvant pour solution injectable (IM);poudre et  solvant pour solution injectable
60235330;CEFTRIAXONE VIATRIS 500 mg/5 ml, poudre et solvant pour solution injectable (IV);poudre et  solvant pour solution injectable
61164690;CEFTRIAXONE ZENTIVA 1 g/10 ml, poudre et solvant pour solution injectable (IV);poudre et  solvant pour solution injectable
67389167;CEFTRIAXONE ZENTIVA 1 g/3,5 ml, poudre et solvant pour solution injectable (IM);poudre et  solvant pour solution injectable
62791557;CEFTRIAXONE ZENTIVA 500 mg/2 ml, poudre et solvant pour solution injectable (IM);poudre et  solvant pour solution injectable
68805939;CEFTRIAXONE ZENTIVA 500 mg/5 ml, poudre et solvant pour solution injectable (IV);poudre et  solvant pour solution injectable
66127233;CEFTRIAXONE ZYDUS 1 g/3,5 ml, poudre et solvant pour solution injectable (IM);poudre et  solvant pour solution injectable
65694469;CEFUROXIME ARROW 250 mg, comprimé pelliculé;comprimé pelliculé
67082734;CEFUROXIME ARROW 50 mg, poudre pour solution injectable;poudre pour solution injectable
68297693;CEFUROXIME ARROW 500 mg, comprimé pelliculé;comprimé pelliculé
61477564;CEFUROXIME BGR 250 mg, comprimé pelliculé;comprimé pelliculé
66147392;CEFUROXIME BIOGARAN 250 mg, comprimé pelliculé;comprimé pelliculé
69166063;CEFUROXIME BIOGARAN 500 mg, comprimé pelliculé;comprimé pelliculé
62818698;CEFUROXIME CRISTERS 250 mg, comprimé pelliculé;comprimé pelliculé
65998162;CEFUROXIME FLAVELAB 250 mg, poudre pour solution injectable (IM - IV);poudre pour solution injectable
65399255;CEFUROXIME KRKA 250 mg, comprimé pelliculé;comprimé pelliculé
69501597;CEFUROXIME PANPHARMA 1,5 g, poudre pour solution pour perfusion;poudre pour solution pour perfusion
67941295;CEFUROXIME PANPHARMA 750 mg, poudre pour solution injectable (IM-IV);poudre pour solution injectable
66169467;CEFUROXIME SANDOZ 250 mg, comprimé enrobé;comprimé enrobé
64731103;CEFUROXIME SANDOZ 500 mg, comprimé enrobé;comprimé enrobé
66892945;CEFUROXIME TEVA 250 mg, comprimé pelliculé;comprimé pelliculé
61664368;CEFUROXIME TEVA 500 mg, comprimé pelliculé;comprimé pelliculé
61101964;CEFUROXIME VIATRIS 1,5 g, poudre pour solution pour perfusion;poudre pour solution pour perfusion
67104586;CEFUROXIME VIATRIS 250 mg, comprimé enrobé;comprimé enrobé
64744218;CEFUROXIME VIATRIS 750 mg, poudre pour solution injectable (IV) et suspension injectable (IM);poudre pour solution pour perfusion
63992335;CEFUROXIME ZENTIVA 250 mg, comprimé pelliculé;comprimé pelliculé
60647992;CEGFILA 6 mg, solution injectable en seringue préremplie;solution injectable
68952704;CELEBREX 100 mg, gélule;gélule
66150367;CELEBREX 200 mg, gélule;gélule
62970706;CELECOXIB ARROW 100 mg, gélule;gélule
68110962;CELECOXIB ARROW 200 mg, gélule;gélule
64520316;CELECOXIB ARROW LAB 100 mg, gélule;gélule
64306579;CELECOXIB ARROW LAB 200 mg, gélule;gélule
62338400;CELECOXIB BIOGARAN 100 mg, gélule;gélule
67058644;CELECOXIB BIOGARAN 200 mg, gélule;gélule
61174898;CELECOXIB CRISTERS 200 mg, gélule;gélule
64610055;CELECOXIB EG 100 mg, gélule;gélule
64738350;CELECOXIB EG 200 mg, gélule;gélule
62296517;CELECOXIB HCS 100 mg, gélule;gélule
60915522;CELECOXIB HCS 200 mg, gélule;gélule
62395294;CELECOXIB MYLAN PHARMA 100 mg, gélule;gélule
63909663;CELECOXIB MYLAN PHARMA 200 mg, gélule;gélule
68052288;CELECOXIB PFIZER 100 mg, gélule;gélule
62005890;CELECOXIB PFIZER 200 mg, gélule;gélule
68891831;CELECOXIB RANBAXY 200 mg, gélule;gélule
68840694;CELECOXIB SANDOZ 100 mg, gélule;gélule
66403692;CELECOXIB SANDOZ 200 mg, gélule;gélule
68765423;CELECOXIB TEVA 100 mg, gélule;gélule
64938536;CELECOXIB TEVA 200 mg, gélule;gélule
68552795;CELECOXIB VIATRIS 200 mg, gélule;gélule
61667994;CELECOXIB ZENTIVA 100 mg, gélule;gélule
61685049;CELECOXIB ZENTIVA 200 mg, gélule;gélule
68156269;CELECOXIB ZYDUS 100 mg, gélule;gélule
